60 3009092 0
60 3009856 0
60 3010540 0
60 3011232 0
60 3011920 0
60 3012604 0
60 3013296 0
60 3013988 0
60 3014676 0
60 3015360 0
60 3016124 0
60 3017312 0
60 3018504 0
60 3019692 0
60 3020884 0
60 3022072 0
60 3023264 0
60 3024452 0
60 3025644 0
60 3026836 0
60 3028024 0
60 3029212 0
60 3030404 0
60 3031592 0
60 3032784 0
60 3033972 0
60 3035168 0
60 3036352 0
60 3037544 0
60 3038732 0
60 3039924 0
60 3041112 0
60 3042308 0
60 3043492 0
60 3044684 0
60 3045872 0
60 3047064 0
60 3048252 0
60 3049444 0
60 3050632 0
60 3051824 0
60 3053012 0
60 3054204 0
60 3055392 0
60 3056584 0
60 3057772 0
60 3058964 0
60 3060152 0
60 3061344 0
60 3062532 0
60 3063724 0
60 3064912 0
60 3066104 0
60 3067292 0
60 3068484 0
60 3069672 0
60 3071968 0
60 3073156 0
60 3074348 0
60 3075536 0
60 3076728 0
60 3077916 0
60 3079108 0
60 3080300 0
60 3081488 0
60 3082676 0
60 3083868 0
60 3085056 0
60 3086248 0
60 3087436 0
60 3088628 0
60 3089816 0
60 3091008 0
60 3092200 0
60 3093388 0
60 3094576 0
60 3095768 0
60 3096956 0
60 3098148 0
60 3099336 0
60 3100528 0
60 3101724 0
60 3102908 0
60 3104096 0
60 3105288 0
60 3106476 0
60 3107668 0
60 3108856 0
60 3110048 0
60 3111236 0
60 3112428 0
60 3113616 0
60 3114808 0
60 3115996 0
60 3117188 0
60 3118376 0
60 3119568 15
60 3120844 17
60 3122116 17
60 3123392 17
60 3124668 17
60 3125944 17
60 3127216 17
60 3128492 17
60 3129768 17
60 3131044 17
60 3132316 17
60 3133592 17
60 3134868 17
60 3136144 17
60 3137416 17
60 3138692 17
60 3139968 17
60 3141244 17
60 3142516 17
60 3143812 17
60 3145068 17
60 3146344 17
60 3147616 17
60 3148892 17
60 3150168 17
60 3151444 17
60 3152716 17
60 3153992 17
60 3155268 17
60 3156544 17
60 3157816 17
60 3159092 17
60 3160368 17
60 3161644 17
60 3162916 17
60 3164196 18
60 3165468 18
60 3166744 18
60 3168016 18
60 3169300 18
60 3170568 18
60 3171844 18
60 3173116 18
60 3174392 18
60 3175668 18
60 3176944 18
60 3178216 18
60 3179492 18
60 3180768 18
60 3182044 18
60 3183316 18
60 3184592 18
60 3185868 18
60 3187144 18
60 3188416 18
60 3189692 18
60 3190968 18
60 3192244 18
60 3193520 18
60 3194792 18
60 3196068 18
60 3197344 18
60 3198616 18
60 3199892 18
60 3201168 18
60 3202444 18
60 3203716 18
60 3204992 18
60 3206268 18
60 3207544 19
60 3208816 19
60 3210092 19
60 3211368 19
60 3212644 19
60 3213920 19
60 3215192 19
60 3216468 19
60 3217744 19
60 3219016 19
60 3220292 19
60 3221568 19
60 3222844 19
60 3224116 19
60 3225392 19
60 3226668 19
60 3227944 19
60 3229216 19
60 3230492 19
60 3231772 19
60 3233044 19
60 3234316 19
60 3235592 19
60 3236872 19
60 3238144 19
60 3239416 19
60 3240692 19
60 3241968 19
60 3243244 19
60 3244516 19
60 3245792 19
60 3247068 19
60 3248380 20
60 3249616 20
60 3250892 20
60 3252168 20
60 3253444 20
60 3254716 20
60 3255992 20
60 3257268 20
60 3258544 20
60 3259816 20
60 3261092 20
60 3262368 20
60 3263644 20
60 3264916 20
60 3266192 20
60 3267468 20
60 3268744 20
60 3270020 20
60 3271292 20
60 3272568 20
60 3273844 20
60 3275116 20
60 3276392 20
60 3277668 20
60 3278944 20
60 3280216 20
60 3281492 20
60 3282768 20
60 3284044 20
60 3285316 20
60 3286592 20
60 3287868 20
60 3289144 20
60 3290416 20
60 3291708 20
60 3292968 20
60 3294244 20
60 3295516 20
60 3296792 20
60 3298068 20
60 3299348 20
60 3300616 20
60 3301892 20
60 3303168 20
60 3304444 20
60 3305716 20
60 3306992 20
60 3308268 20
60 3309544 20
60 3310816 20
60 3312092 20
60 3313368 20
60 3314644 20
60 3315916 20
60 3317192 20
60 3318468 20
60 3319744 20
60 3321020 20
60 3322292 20
60 3323568 20
60 3324844 20
60 3326116 20
60 3327392 20
60 3328668 20
60 3329944 20
60 3331216 20
60 3332492 20
60 3333768 21
60 3335044 21
60 3336316 21
60 3337592 21
60 3338868 21
60 3340144 21
60 3341416 21
60 3342692 21
60 3343968 21
60 3345244 21
60 3346516 21
60 3347792 21
60 3349068 21
60 3350344 21
60 3351616 21
60 3352892 21
60 3354168 21
60 3355444 21
60 3356716 21
60 3357992 21
60 3359268 21
60 3360544 21
60 3361824 21
60 3363092 21
60 3364368 21
60 3365644 21
60 3366932 21
60 3368192 21
60 3369468 21
60 3370744 21
60 3372016 21
60 3373292 21
60 3374568 21
60 3375856 21
60 3377116 21
60 3378392 21
60 3379668 21
60 3380944 21
60 3382216 21
60 3383492 21
60 3384768 21
60 3386044 21
60 3387316 21
60 3388592 21
60 3389868 21
60 3391144 21
60 3392416 21
60 3393692 21
60 3394968 21
60 3396252 21
60 3397516 21
60 3398792 21
60 3400068 21
60 3401344 21
60 3402616 21
60 3403892 21
60 3405168 21
60 3406444 21
60 3407716 21
60 3408992 21
60 3410268 21
60 3411544 21
60 3412816 21
60 3414092 21
60 3415368 21
60 3416644 21
60 3417916 21
60 3419192 21
60 3420468 21
60 3421744 21
60 3423016 21
60 3424292 21
60 3425568 21
60 3426844 21
60 3428116 21
60 3429400 21
60 3430668 21
60 3431944 21
60 3433216 21
60 3434492 21
60 3435768 21
60 3437044 21
60 3438320 21
60 3439592 21
60 3440868 21
60 3442144 21
60 3443416 21
60 3444692 21
60 3445968 21
60 3447244 21
60 3448516 21
60 3449792 21
60 3451068 21
60 3452344 21
60 3453616 21
60 3454892 21
60 3456168 21
60 3457444 21
60 3458716 21
60 3459992 21
60 3461268 21
60 3462544 21
60 3463816 21
60 3465092 21
60 3466368 21
60 3467644 21
60 3468916 21
60 3470192 21
60 3471468 21
60 3472744 21
60 3474016 21
60 3475292 21
60 3476568 21
60 3477844 21
60 3479116 21
60 3480392 21
60 3481668 21
60 3482944 21
60 3484216 21
60 3485492 21
60 3486768 21
60 3488044 21
60 3489316 21
60 3490592 21
60 3491876 21
60 3493144 21
60 3494416 21
60 3495692 21
60 3496976 21
60 3498244 21
60 3499516 21
60 3500792 23
60 3502068 23
60 3503344 23
60 3504620 23
60 3505892 23
60 3507168 23
60 3508444 23
60 3509716 23
60 3510992 23
60 3512268 23
60 3513544 23
60 3514816 23
60 3516092 23
60 3517368 23
60 3518644 23
60 3519916 23
60 3521192 23
60 3522468 23
60 3523744 23
60 3525016 23
60 3526292 23
60 3527568 23
60 3528844 23
60 3530116 23
60 3531392 23
60 3532668 23
60 3533944 23
60 3535216 23
60 3536492 23
60 3537768 23
60 3539044 23
60 3540316 23
60 3541592 23
60 3542868 23
60 3544144 23
60 3545416 23
60 3546692 23
60 3547968 23
60 3549244 23
60 3550516 23
60 3551792 23
60 3553068 23
60 3554344 23
60 3555620 23
60 3556892 23
60 3558168 23
60 3559448 23
60 3560716 23
60 3561992 23
60 3563268 23
60 3564548 23
60 3565816 23
60 3567092 23
60 3568368 23
60 3569644 23
60 3570916 23
60 3572192 23
60 3573468 23
60 3574744 23
60 3576016 23
60 3577292 23
60 3578568 23
60 3579844 23
60 3581116 23
60 3582392 23
60 3583668 23
60 3584944 23
60 3586216 23
60 3587492 23
60 3588768 23
60 3590044 23
60 3591316 23
60 3592592 23
60 3593868 23
60 3595144 23
60 3596420 23
60 3597692 23
60 3598968 23
60 3600244 23
60 3601520 23
60 3602792 23
60 3604068 23
60 3605344 23
60 3606616 23
60 3607892 23
60 3609168 23
60 3610444 23
60 3611716 23
60 3612992 23
60 3614268 23
60 3615544 23
60 3616816 23
60 3618092 23
60 3619368 23
60 3620644 23
60 3621924 23
60 3623192 23
60 3624468 23
60 3625744 23
60 3627024 23
60 3628292 23
60 3629568 23
60 3630844 23
60 3632116 23
60 3633392 23
60 3634668 23
60 3635944 23
60 3637216 23
60 3638492 23
60 3639768 23
60 3641044 23
60 3642316 23
60 3643592 23
60 3644868 23
60 3646144 23
60 3647416 23
60 3648692 23
60 3649968 23
60 3651244 23
60 3652516 23
60 3653792 23
60 3655068 23
60 3656344 23
60 3657616 23
60 3658892 23
60 3660168 23
60 3661444 23
60 3662716 23
60 3663992 23
60 3665268 23
60 3666544 23
60 3667816 23
60 3669092 23
60 3670368 23
60 3671644 23
60 3672916 23
60 3674192 23
60 3675468 23
60 3676744 23
60 3678016 23
60 3679292 23
60 3680568 23
60 3681844 23
60 3683116 23
60 3684392 23
60 3685668 23
60 3686944 23
60 3688220 23
60 3689500 23
60 3690768 23
60 3692044 23
60 3693316 23
60 3694600 23
60 3695868 23
60 3697144 23
60 3698416 23
60 3699692 23
60 3700968 23
60 3702244 23
60 3703520 23
60 3704792 23
