97.0000000000 4009556 0.0000000000 34.0000000000 a
zero0
97.0000000000 4039320 187.4094238281 28.0000000000 a
97.0000000000 4049040 168.3470764160 28.0000000000 a
97.0000000000 4058256 110.8123626708 39.0000000000 a
97.0000000000 4068528 105.3464813232 49.0000000000 a
97.0000000000 4078860 106.2900009155 57.0000000000 a
97.0000000000 4088988 115.3811798095 62.0000000000 a
97.0000000000 4098188 111.0841217041 67.0000000000 a
97.0000000000 4108460 117.9847030639 70.0000000000 a
97.0000000000 4118764 115.9923629760 73.0000000000 a
97.0000000000 4129036 119.5499954223 75.0000000000 a
97.0000000000 4139172 112.7694015502 78.0000000000 a
97.0000000000 4149380 16.5088119506 97.0000000000 a
97.0000000000 4159668 57.3082237243 104.0000000000 a
97.0000000000 4169844 86.7246932983 104.0000000000 a
97.0000000000 4180208 91.8841094970 103.0000000000 a
97.0000000000 4189444 92.8411712646 102.0000000000 a
97.0000000000 4199660 93.8958740234 101.0000000000 a
97.0000000000 4209852 100.8911666870 99.0000000000 a
97.0000000000 4220092 103.7817535400 97.0000000000 a
97.0000000000 4229276 106.8676376342 95.0000000000 a
97.0000000000 4239624 110.1488113403 93.0000000000 a
97.0000000000 4249856 101.9393997192 93.0000000000 a
97.0000000000 4260020 108.1729354858 92.0000000000 a
97.0000000000 4269268 110.2041091918 91.0000000000 a
97.0000000000 4279440 112.3329315185 90.0000000000 a
97.0000000000 4289768 114.5594024658 89.0000000000 a
97.0000000000 4299944 105.1976318359 90.0000000000 a
97.0000000000 4310272 110.1811676025 90.0000000000 a
97.0000000000 4320456 105.0217514038 91.0000000000 a
97.0000000000 4330768 98.2217559814 93.0000000000 a
97.0000000000 4340912 101.3694000244 94.0000000000 a
97.0000000000 4351244 100.1194000244 95.0000000000 a
97.0000000000 4360328 104.6147003173 95.0000000000 a
97.0000000000 4370640 104.8099975585 95.0000000000 a
97.0000000000 4380820 105.0052947998 95.0000000000 a
97.0000000000 4391140 105.2005920410 95.0000000000 a
97.0000000000 4400364 105.3958892822 95.0000000000 a
97.0000000000 4410536 111.4341278076 94.0000000000 a
97.0000000000 4420720 107.4270629882 94.0000000000 a
97.0000000000 4431052 113.5629501342 93.0000000000 a
97.0000000000 4440188 109.6535339355 93.0000000000 a
97.0000000000 4450440 110.0441207885 93.0000000000 a
97.0000000000 4460660 110.4347076416 93.0000000000 a
97.0000000000 4470940 99.1394119262 95.0000000000 a
97.0000000000 4480184 107.9347076416 95.0000000000 a
97.0000000000 4490508 108.1300048828 95.0000000000 a
97.0000000000 4500716 102.4823532104 96.0000000000 a
97.0000000000 4510916 106.8800048828 96.0000000000 a
97.0000000000 4521112 106.9776535034 96.0000000000 a
97.0000000000 4530428 101.2323532104 97.0000000000 a
97.0000000000 4540632 105.5323562622 97.0000000000 a
97.0000000000 4550848 111.3752975463 96.0000000000 a
97.0000000000 4561064 107.1729431152 96.0000000000 a
97.0000000000 4570344 107.2705917358 96.0000000000 a
97.0000000000 4580544 113.2111816406 95.0000000000 a
97.0000000000 4590716 109.1064758300 95.0000000000 a
97.0000000000 4601048 109.3017730712 95.0000000000 a
97.0000000000 4610308 103.6541213989 96.0000000000 a
97.0000000000 4620528 108.0517730712 96.0000000000 a
97.0000000000 4630716 108.1494216918 96.0000000000 a
97.0000000000 4640932 108.2470703125 96.0000000000 a
97.0000000000 4651128 108.3447189331 96.0000000000 a
97.0000000000 4661376 102.5994186401 97.0000000000 a
97.0000000000 4671592 106.8994216918 97.0000000000 a
97.0000000000 4681948 106.8994216918 97.0000000000 a
97.0000000000 4692160 106.8994216918 97.0000000000 a
97.0000000000 4701284 106.8994216918 97.0000000000 a
97.0000000000 4711600 112.7423629760 96.0000000000 a
97.0000000000 4721812 108.5400085449 96.0000000000 a
97.0000000000 4732160 108.6376571655 96.0000000000 a
97.0000000000 4741272 108.7353057861 96.0000000000 a
97.0000000000 4751488 108.8329544067 96.0000000000 a
97.0000000000 4761856 108.9306030273 96.0000000000 a
97.0000000000 4772052 109.0282516479 96.0000000000 a
97.0000000000 4781324 109.1259002685 96.0000000000 a
97.0000000000 4791540 103.3805999755 97.0000000000 a
97.0000000000 4801736 107.6806030273 97.0000000000 a
97.0000000000 4811956 107.6806030273 97.0000000000 a
97.0000000000 4822148 107.6806030273 97.0000000000 a
97.0000000000 4832488 107.6806030273 97.0000000000 a
97.0000000000 4842700 107.6806030273 97.0000000000 a
97.0000000000 4852928 107.6806030273 97.0000000000 a
97.0000000000 4863236 107.6806030273 97.0000000000 a
97.0000000000 4872408 107.6806030273 97.0000000000 a
97.0000000000 4882596 107.6806030273 97.0000000000 a
97.0000000000 4892804 113.5235443115 96.0000000000 a
97.0000000000 4903048 109.3211898803 96.0000000000 a
97.0000000000 4912320 109.4188385009 96.0000000000 a
97.0000000000 4922524 109.5164871215 96.0000000000 a
97.0000000000 4932756 103.7711868286 97.0000000000 a
97.0000000000 4942984 108.0711898803 97.0000000000 a
97.0000000000 4952248 108.0711898803 97.0000000000 a
97.0000000000 4962444 108.0711898803 97.0000000000 a
97.0000000000 4972632 108.0711898803 97.0000000000 a
97.0000000000 4983004 108.0711898803 97.0000000000 a
97.0000000000 4992116 108.0711898803 97.0000000000 a
97.0000000000 5002516 102.2282485961 98.0000000000 a
97.0000000000 5012752 106.4306030273 98.0000000000 a
97.0000000000 5022840 112.1759033203 97.0000000000 a
97.0000000000 5033188 107.8759002685 97.0000000000 a
97.0000000000 5042300 107.8759002685 97.0000000000 a
97.0000000000 5052628 107.8759002685 97.0000000000 a
97.0000000000 5062844 107.8759002685 97.0000000000 a
97.0000000000 5073012 107.8759002685 97.0000000000 a
97.0000000000 5082288 107.8759002685 97.0000000000 a
97.0000000000 5092460 107.8759002685 97.0000000000 a
97.0000000000 5102828 107.8759002685 97.0000000000 a
97.0000000000 5112972 113.7188415527 96.0000000000 a
97.0000000000 5122240 109.5164871215 96.0000000000 a
97.0000000000 5132404 103.7711868286 97.0000000000 a
97.0000000000 5142784 108.0711898803 97.0000000000 a
97.0000000000 5152956 108.0711898803 97.0000000000 a
97.0000000000 5163172 108.0711898803 97.0000000000 a
97.0000000000 5173364 108.0711898803 97.0000000000 a
97.0000000000 5183732 108.0711898803 97.0000000000 a
97.0000000000 5193932 108.0711898803 97.0000000000 a
97.0000000000 5204148 108.0711898803 97.0000000000 a
97.0000000000 5213380 108.0711898803 97.0000000000 a
97.0000000000 5223596 108.0711898803 97.0000000000 a
97.0000000000 5233788 108.0711898803 97.0000000000 a
97.0000000000 5244000 108.0711898803 97.0000000000 a
97.0000000000 5253252 108.0711898803 97.0000000000 a
97.0000000000 5263468 108.0711898803 97.0000000000 a
97.0000000000 5273804 108.0711898803 97.0000000000 a
97.0000000000 5284016 108.0711898803 97.0000000000 a
97.0000000000 5293168 108.0711898803 97.0000000000 a
97.0000000000 5303532 108.0711898803 97.0000000000 a
97.0000000000 5313716 108.0711898803 97.0000000000 a
97.0000000000 5323932 108.0711898803 97.0000000000 a
97.0000000000 5334252 108.0711898803 97.0000000000 a
97.0000000000 5344544 102.2282485961 98.0000000000 a
97.0000000000 5354736 106.4306030273 98.0000000000 a
97.0000000000 5364856 112.1759033203 97.0000000000 a
97.0000000000 5375164 107.8759002685 97.0000000000 a
